dia,hora,conteo_in,conteo_out
2,0.99507,3,1
2,1.0,4,1
3,0.0,38,40
3,0.00493,41,39
3,0.00985,37,35
3,0.01478,38,38
3,0.0197,70,40
3,0.02463,73,38
3,0.02956,80,47
3,0.03448,78,43
3,0.03941,84,51
3,0.04433,87,51
3,0.04926,94,79
3,0.05419,103,77
3,0.05911,102,62
3,0.06404,102,76
3,0.06897,96,86
3,0.07389,93,85
3,0.07882,99,70
3,0.08374,98,72
3,0.08867,93,61
3,0.0936,93,62
3,0.09852,100,69
3,0.10345,98,68
3,0.10837,88,63
3,0.1133,83,65
3,0.11823,87,79
3,0.12315,88,81
3,0.12808,99,65
3,0.133,101,64
3,0.13793,97,59
3,0.14286,96,66
3,0.14778,82,56
3,0.15271,82,52
3,0.15764,83,57
3,0.16256,85,56
3,0.16749,43,52
3,0.17241,46,48
3,0.17734,53,34
3,0.18227,53,32
3,0.18719,52,34
3,0.19212,50,32
3,0.19704,58,42
3,0.20197,55,45
3,0.2069,65,35
3,0.21182,67,37
3,0.21675,57,39
3,0.22167,58,39
3,0.2266,44,30
3,0.23153,43,29
3,0.23645,58,38
3,0.24138,56,36
3,0.24631,58,51
3,0.25123,54,47
3,0.25616,60,56
3,0.26108,68,57
3,0.26601,47,49
3,0.27094,55,46
3,0.27586,58,33
3,0.28079,57,34
3,0.28571,63,50
3,0.29064,61,49
3,0.29557,69,41
3,0.30049,68,55
3,0.30542,60,41
3,0.31034,66,36
3,0.31527,69,66
3,0.3202,68,68
3,0.32512,64,59
3,0.33005,64,50
3,0.33498,77,67
3,0.3399,69,67
3,0.34483,70,66
3,0.34975,73,57
3,0.35468,55,59
3,0.35961,63,59
3,0.36453,61,63
3,0.36946,61,65
3,0.37438,69,59
3,0.37931,69,52
3,0.38424,65,50
3,0.38916,61,51
3,0.39409,68,65
3,0.39901,60,62
3,0.40394,77,100
3,0.40887,76,99
3,0.41379,81,77
3,0.41872,82,76
3,0.42365,92,95
3,0.42857,90,100
3,0.4335,92,81
3,0.43842,92,86
3,0.44335,97,86
3,0.44828,95,92
3,0.4532,91,91
3,0.45813,86,92
3,0.46305,75,93
3,0.46798,75,88
3,0.47291,91,80
3,0.47783,92,82
3,0.48276,106,89
3,0.48768,111,94
3,0.49261,74,82
3,0.49754,82,77
3,0.50246,72,58
3,0.50739,70,55
3,0.51232,61,55
3,0.51724,59,53
3,0.52217,57,46
3,0.52709,52,44
3,0.53202,47,42
3,0.53695,52,43
3,0.54187,34,29
3,0.5468,41,33
3,0.55172,48,37
3,0.55665,48,31
3,0.56158,59,43
3,0.5665,51,42
3,0.57143,40,31
3,0.57635,37,30
3,0.58128,50,44
3,0.58621,48,35
3,0.59113,49,42
3,0.59606,48,42
3,0.60099,50,51
3,0.60591,46,47
3,0.61084,42,34
3,0.61576,43,34
3,0.62069,48,38
3,0.62562,48,33
3,0.63054,56,41
3,0.63547,60,43
3,0.64039,50,35
3,0.64532,52,35
3,0.65025,58,41
3,0.65517,61,40
3,0.6601,45,40
3,0.66502,41,43
3,0.66995,54,50
3,0.67488,51,45
3,0.6798,34,29
3,0.68473,36,27
3,0.68966,38,32
3,0.69458,30,30
3,0.69951,45,17
3,0.70443,44,19
3,0.70936,37,23
3,0.71429,41,24
3,0.71921,37,29
3,0.72414,40,32
3,0.72906,35,18
3,0.73399,37,17
3,0.73892,55,28
3,0.74384,56,32
3,0.74877,46,17
3,0.75369,53,24
3,0.75862,45,34
3,0.76355,40,30
3,0.76847,31,23
3,0.7734,29,24
3,0.77833,36,27
3,0.78325,36,29
3,0.78818,36,27
3,0.7931,31,22
3,0.79803,35,28
3,0.80296,35,24
3,0.80788,22,13
3,0.81281,24,17
3,0.81773,44,19
3,0.82266,38,21
3,0.82759,34,24
3,0.83251,41,21
3,0.83744,25,17
3,0.84236,27,16
3,0.84729,21,20
3,0.85222,18,17
3,0.85714,28,16
3,0.86207,24,23
3,0.867,17,18
3,0.87192,16,18
3,0.87685,19,11
3,0.88177,28,4
3,0.8867,17,12
3,0.89163,18,10
3,0.89655,9,2
3,0.90148,12,9
3,0.9064,14,5
3,0.91133,14,5
3,0.91626,13,9
3,0.92118,12,13
3,0.92611,23,12
3,0.93103,12,13
3,0.93596,11,10
3,0.94089,13,5
3,0.94581,13,11
3,0.95074,6,10
3,0.95567,6,8
3,0.96059,1,8
3,0.96552,7,6
3,0.97044,8,13
3,0.97537,9,7
3,0.9803,4,6
3,0.98522,8,4
3,0.99015,5,5
3,0.99507,1,1
3,1.0,1,6
4,0.0,48,34
4,0.00493,51,29
4,0.00985,40,44
4,0.01478,38,45
4,0.0197,71,40
4,0.02463,74,43
4,0.02956,71,54
4,0.03448,74,53
4,0.03941,91,51
4,0.04433,84,54
4,0.04926,92,70
4,0.05419,92,65
4,0.05911,110,78
4,0.06404,113,75
4,0.06897,99,82
4,0.07389,96,84
4,0.07882,110,69
4,0.08374,107,75
4,0.08867,93,61
4,0.0936,98,60
4,0.09852,98,73
4,0.10345,101,70
4,0.10837,87,62
4,0.1133,84,64
4,0.11823,86,76
4,0.12315,89,77
4,0.12808,103,66
4,0.133,102,63
4,0.13793,99,63
4,0.14286,103,58
4,0.14778,85,59
4,0.15271,81,53
4,0.15764,74,55
4,0.16256,78,55
4,0.16749,51,45
4,0.17241,57,47
4,0.17734,48,28
4,0.18227,50,35
4,0.18719,51,39
4,0.19212,52,33
4,0.19704,60,47
4,0.20197,61,46
4,0.2069,62,42
4,0.21182,64,43
4,0.21675,48,40
4,0.22167,52,42
4,0.2266,46,30
4,0.23153,46,32
4,0.23645,55,33
4,0.24138,49,33
4,0.24631,63,44
4,0.25123,56,42
4,0.25616,62,42
4,0.26108,65,48
4,0.26601,49,37
4,0.27094,52,34
4,0.27586,59,36
4,0.28079,60,40
4,0.28571,62,45
4,0.29064,66,45
4,0.29557,67,48
4,0.30049,68,51
4,0.30542,55,37
4,0.31034,55,39
4,0.31527,67,61
4,0.3202,71,56
4,0.32512,63,49
4,0.33005,60,58
4,0.33498,73,62
4,0.3399,81,67
4,0.34483,67,59
4,0.34975,62,57
4,0.35468,60,57
4,0.35961,58,59
4,0.36453,69,63
4,0.36946,66,62
4,0.37438,70,66
4,0.37931,69,62
4,0.38424,62,54
4,0.38916,65,52
4,0.39409,63,67
4,0.39901,64,64
4,0.40394,74,93
4,0.40887,76,96
4,0.41379,84,75
4,0.41872,83,73
4,0.42365,94,94
4,0.42857,94,89
4,0.4335,83,96
4,0.43842,80,89
4,0.44335,98,93
4,0.44828,101,88
4,0.4532,100,87
4,0.45813,96,95
4,0.46305,68,83
4,0.46798,72,84
4,0.47291,96,88
4,0.47783,93,88
4,0.48276,95,88
4,0.48768,104,92
4,0.49261,84,76
4,0.49754,77,77
4,0.50246,73,67
4,0.50739,72,63
4,0.51232,53,50
4,0.51724,51,53
4,0.52217,53,46
4,0.52709,52,47
4,0.53202,49,37
4,0.53695,50,37
4,0.54187,38,23
4,0.5468,37,16
4,0.55172,48,42
4,0.55665,45,39
4,0.56158,59,38
4,0.5665,63,37
4,0.57143,47,33
4,0.57635,49,31
4,0.58128,52,43
4,0.58621,53,46
4,0.59113,46,36
4,0.59606,49,40
4,0.60099,50,53
4,0.60591,53,54
4,0.61084,40,31
4,0.61576,38,27
4,0.62069,48,41
4,0.62562,45,41
4,0.63054,58,48
4,0.63547,62,49
4,0.64039,55,36
4,0.64532,54,35
4,0.65025,55,38
4,0.65517,54,32
4,0.6601,50,44
4,0.66502,52,40
4,0.66995,60,44
4,0.67488,61,46
4,0.6798,40,29
4,0.68473,39,28
4,0.68966,42,26
4,0.69458,40,26
4,0.69951,44,26
4,0.70443,39,21
4,0.70936,38,20
4,0.71429,46,19
4,0.71921,35,25
4,0.72414,33,29
4,0.72906,36,27
4,0.73399,36,26
4,0.73892,51,31
4,0.74384,59,34
4,0.74877,41,18
4,0.75369,38,13
4,0.75862,53,29
4,0.76355,54,27
4,0.76847,27,17
4,0.7734,32,16
4,0.77833,43,16
4,0.78325,44,16
4,0.78818,31,19
4,0.7931,30,26
4,0.79803,40,29
4,0.80296,44,26
4,0.80788,31,27
4,0.81281,30,27
4,0.81773,27,24
4,0.82266,34,26
4,0.82759,31,20
4,0.83251,31,15
4,0.83744,24,24
4,0.84236,27,17
4,0.84729,18,13
4,0.85222,16,9
4,0.85714,33,21
4,0.86207,31,18
4,0.867,21,26
4,0.87192,19,23
4,0.87685,20,14
4,0.88177,22,20
4,0.8867,10,6
4,0.89163,13,4
4,0.89655,14,13
4,0.90148,18,9
4,0.9064,10,6
4,0.91133,7,9
4,0.91626,6,11
4,0.92118,8,11
4,0.92611,4,6
4,0.93103,6,6
4,0.93596,15,13
4,0.94089,14,5
4,0.94581,12,5
4,0.95074,12,9
4,0.95567,10,7
4,0.96059,6,6
4,0.96552,7,16
4,0.97044,4,14
4,0.97537,6,1
4,0.9803,7,1
4,0.98522,15,8
4,0.99015,8,7
4,0.99507,1,8
4,1.0,2,1
5,0.0,44,38
5,0.00493,47,33
5,0.00985,50,40
5,0.01478,48,44
5,0.0197,70,39
5,0.02463,67,43
5,0.02956,72,50
5,0.03448,72,51
5,0.03941,86,48
5,0.04433,88,51
5,0.04926,96,68
5,0.05419,95,65
5,0.05911,112,72
5,0.06404,109,76
5,0.06897,86,76
5,0.07389,86,84
5,0.07882,106,71
5,0.08374,103,71
5,0.08867,87,56
5,0.0936,93,62
5,0.09852,93,75
5,0.10345,96,76
5,0.10837,83,65
5,0.1133,81,66
5,0.11823,91,76
5,0.12315,91,70
5,0.12808,106,61
5,0.133,105,61
5,0.13793,100,52
5,0.14286,105,58
5,0.14778,84,48
5,0.15271,83,50
5,0.15764,75,60
5,0.16256,74,69
5,0.16749,57,53
5,0.17241,56,49
5,0.17734,52,31
5,0.18227,48,27
5,0.18719,55,49
5,0.19212,59,50
5,0.19704,61,42
5,0.20197,60,44
5,0.2069,56,41
5,0.21182,60,36
5,0.21675,55,38
5,0.22167,52,46
5,0.2266,45,29
5,0.23153,45,29
5,0.23645,64,37
5,0.24138,62,41
5,0.24631,60,39
5,0.25123,57,41
5,0.25616,73,51
5,0.26108,69,50
5,0.26601,50,48
5,0.27094,48,49
5,0.27586,55,34
5,0.28079,61,40
5,0.28571,53,48
5,0.29064,57,52
5,0.29557,54,42
5,0.30049,58,42
5,0.30542,57,45
5,0.31034,57,41
5,0.31527,74,61
5,0.3202,74,64
5,0.32512,63,48
5,0.33005,66,47
5,0.33498,71,67
5,0.3399,76,65
5,0.34483,65,56
5,0.34975,69,61
5,0.35468,62,56
5,0.35961,57,60
5,0.36453,71,53
5,0.36946,67,52
5,0.37438,65,61
5,0.37931,68,63
5,0.38424,64,60
5,0.38916,63,61
5,0.39409,69,67
5,0.39901,66,63
5,0.40394,86,96
5,0.40887,78,106
5,0.41379,82,74
5,0.41872,80,74
5,0.42365,92,98
5,0.42857,92,101
5,0.4335,87,89
5,0.43842,87,87
5,0.44335,88,92
5,0.44828,93,96
5,0.4532,94,86
5,0.45813,93,92
5,0.46305,62,91
5,0.46798,66,90
5,0.47291,84,94
5,0.47783,91,90
5,0.48276,94,91
5,0.48768,100,91
5,0.49261,75,70
5,0.49754,69,68
5,0.50246,70,65
5,0.50739,64,66
5,0.51232,62,53
5,0.51724,63,53
5,0.52217,57,51
5,0.52709,58,53
5,0.53202,44,42
5,0.53695,49,46
5,0.54187,32,26
5,0.5468,32,24
5,0.55172,53,45
5,0.55665,46,46
5,0.56158,56,44
5,0.5665,56,44
5,0.57143,57,33
5,0.57635,53,35
5,0.58128,59,38
5,0.58621,55,38
5,0.59113,45,40
5,0.59606,44,39
5,0.60099,44,47
5,0.60591,48,49
5,0.61084,41,29
5,0.61576,44,24
5,0.62069,44,38
5,0.62562,42,40
5,0.63054,54,47
5,0.63547,54,43
5,0.64039,44,35
5,0.64532,44,33
5,0.65025,57,40
5,0.65517,63,32
5,0.6601,49,40
5,0.66502,49,44
5,0.66995,52,36
5,0.67488,44,42
5,0.6798,43,26
5,0.68473,40,25
5,0.68966,47,29
5,0.69458,42,33
5,0.69951,44,31
5,0.70443,42,29
5,0.70936,41,19
5,0.71429,43,16
5,0.71921,35,30
5,0.72414,32,25
5,0.72906,30,17
5,0.73399,28,20
5,0.73892,59,24
5,0.74384,57,23
5,0.74877,48,24
5,0.75369,44,26
5,0.75862,44,26
5,0.76355,48,27
5,0.76847,29,26
5,0.7734,27,26
5,0.77833,33,21
5,0.78325,41,20
5,0.78818,34,22
5,0.7931,32,26
5,0.79803,38,21
5,0.80296,36,23
5,0.80788,19,27
5,0.81281,22,21
5,0.81773,46,23
5,0.82266,41,26
5,0.82759,30,26
5,0.83251,32,30
5,0.83744,32,14
5,0.84236,30,13
5,0.84729,27,4
5,0.85222,34,6
5,0.85714,26,22
5,0.86207,31,28
5,0.867,19,25
5,0.87192,23,22
5,0.87685,18,29
5,0.88177,20,26
5,0.8867,14,14
5,0.89163,17,10
5,0.89655,14,10
5,0.90148,9,10
5,0.9064,17,16
5,0.91133,17,22
5,0.91626,13,1
5,0.92118,17,4
5,0.92611,18,12
5,0.93103,11,11
5,0.93596,18,12
5,0.94089,7,9
5,0.94581,16,11
5,0.95074,15,9
5,0.95567,5,14
5,0.96059,8,11
5,0.96552,11,10
5,0.97044,4,11
5,0.97537,1,9
5,0.9803,2,11
5,0.98522,3,3
5,0.99015,2,1
5,0.99507,2,1
5,1.0,2,1
6,0.0,33,18
6,0.00493,23,19
6,0.00985,41,30
6,0.01478,40,22
6,0.0197,65,34
6,0.02463,63,40
6,0.02956,68,53
6,0.03448,72,46
6,0.03941,84,45
6,0.04433,86,32
6,0.04926,83,71
6,0.05419,84,70
6,0.05911,112,67
6,0.06404,103,77
6,0.06897,93,76
6,0.07389,83,67
6,0.07882,89,52
6,0.08374,90,54
6,0.08867,83,48
6,0.0936,79,51
6,0.09852,91,61
6,0.10345,98,68
6,0.10837,74,65
6,0.1133,87,63
6,0.11823,90,59
6,0.12315,55,56
6,0.12808,88,46
6,0.133,89,47
6,0.13793,86,53
6,0.14286,89,55
6,0.14778,78,47
6,0.15271,72,40
6,0.15764,64,60
6,0.16256,80,51
6,0.16749,31,33
6,0.17241,42,44
6,0.17734,43,31
6,0.18227,38,22
6,0.18719,53,33
6,0.19212,31,28
6,0.19704,51,36
6,0.20197,43,37
6,0.2069,43,23
6,0.21182,43,25
6,0.21675,49,30
6,0.22167,52,28
6,0.2266,35,18
6,0.23153,33,23
6,0.23645,29,21
6,0.24138,49,11
6,0.24631,58,27
6,0.25123,58,45
6,0.25616,63,42
6,0.26108,64,49
6,0.26601,58,36
6,0.27094,54,35
6,0.27586,46,33
6,0.28079,52,36
6,0.28571,50,37
6,0.29064,45,37
6,0.29557,62,47
6,0.30049,56,47
6,0.30542,41,30
6,0.31034,51,27
6,0.31527,69,42
6,0.3202,63,46
6,0.32512,44,44
6,0.33005,52,46
6,0.33498,69,47
6,0.3399,78,64
6,0.34483,63,22
6,0.34975,66,51
6,0.35468,50,46
6,0.35961,57,45
6,0.36453,55,53
6,0.36946,50,50
6,0.37438,53,50
6,0.37931,61,47
6,0.38424,63,39
6,0.38916,62,42
6,0.39409,59,65
6,0.39901,62,59
6,0.40394,74,87
6,0.40887,69,86
6,0.41379,70,74
6,0.41872,73,77
6,0.42365,89,78
6,0.42857,95,86
6,0.4335,73,84
6,0.43842,74,85
6,0.44335,89,83
6,0.44828,85,78
6,0.4532,82,88
6,0.45813,87,83
6,0.46305,68,86
6,0.46798,73,84
6,0.47291,91,73
6,0.47783,81,69
6,0.48276,88,82
6,0.48768,76,74
6,0.49261,62,59
6,0.49754,64,77
6,0.50246,54,51
6,0.50739,65,62
6,0.51232,41,47
6,0.51724,51,43
6,0.52217,43,47
6,0.52709,43,48
6,0.53202,25,29
6,0.53695,37,42
6,0.54187,25,14
6,0.5468,28,20
6,0.55172,38,21
6,0.55665,33,33
6,0.56158,37,31
6,0.5665,56,27
6,0.57143,53,24
6,0.57635,37,28
6,0.58128,49,37
6,0.58621,54,21
6,0.59113,38,35
6,0.59606,35,32
6,0.60099,52,39
6,0.60591,43,42
6,0.61084,36,10
6,0.61576,26,33
6,0.62069,47,24
6,0.62562,46,28
6,0.63054,50,32
6,0.63547,34,27
6,0.64039,35,14
6,0.64532,36,26
6,0.65025,44,33
6,0.65517,57,31
6,0.6601,44,35
6,0.66502,38,39
6,0.66995,39,45
6,0.67488,38,30
6,0.6798,21,31
6,0.68473,23,23
6,0.68966,41,29
6,0.69458,24,25
6,0.69951,48,24
6,0.70443,50,19
6,0.70936,39,12
6,0.71429,23,19
6,0.71921,37,0
6,0.72414,37,22
6,0.72906,28,25
6,0.73399,22,12
6,0.73892,42,20
6,0.74384,46,21
6,0.74877,35,11
6,0.75369,45,19
6,0.75862,44,24
6,0.76355,47,35
6,0.76847,29,12
6,0.7734,23,13
6,0.77833,25,17
6,0.78325,28,23
6,0.78818,19,26
6,0.7931,18,16
6,0.79803,23,13
6,0.80296,18,17
6,0.80788,28,22
6,0.81281,22,24
6,0.81773,31,25
6,0.82266,37,21
6,0.82759,22,10
6,0.83251,27,21
6,0.83744,20,20
6,0.84236,24,22
6,0.84729,21,11
6,0.85222,11,0
6,0.85714,14,6
6,0.86207,25,13
6,0.867,7,7
6,0.87192,15,24
6,0.87685,9,13
6,0.88177,15,8
6,0.8867,7,0
6,0.89163,12,6
6,0.89655,13,0
6,0.90148,0,5
6,0.9064,5,3
6,0.91133,5,1
6,0.91626,6,0
6,0.92118,7,0
6,0.92611,8,10
6,0.93103,11,12
6,0.93596,0,11
6,0.94089,0,7
6,0.94581,13,7
6,0.95074,5,1
6,0.95567,1,4
6,0.96059,1,0
6,0.96552,1,0
6,0.97044,1,0
6,0.97537,2,13
6,0.9803,8,0
6,0.98522,6,0
6,0.99015,1,0
6,0.99507,5,0
6,1.0,0,0
7,0.0,39,22
7,0.00493,26,21
7,0.00985,36,31
7,0.01478,40,32
7,0.0197,68,38
7,0.02463,61,40
7,0.02956,78,56
7,0.03448,70,41
7,0.03941,81,36
7,0.04433,91,31
7,0.04926,72,68
7,0.05419,78,71
7,0.05911,105,51
7,0.06404,111,64
7,0.06897,91,72
7,0.07389,88,58
7,0.07882,82,63
7,0.08374,99,62
7,0.08867,91,39
7,0.0936,86,41
7,0.09852,103,69
7,0.10345,94,66
7,0.10837,77,64
7,0.1133,83,69
7,0.11823,83,64
7,0.12315,80,68
7,0.12808,78,51
7,0.133,83,44
7,0.13793,88,40
7,0.14286,92,58
7,0.14778,72,50
7,0.15271,81,53
7,0.15764,82,50
7,0.16256,84,43
7,0.16749,52,36
7,0.17241,42,38
7,0.17734,38,13
7,0.18227,43,21
7,0.18719,43,32
7,0.19212,42,32
7,0.19704,35,37
7,0.20197,46,41
7,0.2069,53,41
7,0.21182,59,36
7,0.21675,51,20
7,0.22167,38,24
